data,tipo,local,detalhes
2026-02-13,Roubo,"Avenida Brasil, 1426 - Guanabara",Inquérito Policial nº 371: Subtração de veículo mediante ameaça. Investigação em curso.
2026-02-26,Tráfico de Entorpecentes,"Rua Barão de Itapura, 967 - Guanabara",Auto de constatação 908: Indivíduo detido em flagrante com entorpecentes. Aguardando perícia técnica.
2026-02-17,Estelionato,"Avenida Andrade Neves, 1847 - Castelo",Ocorrência registrada via COPOM 519: Uso de documento falso para saque bancário. Encaminhado ao DP central.
2026-02-25,Furto,"Rua Doutor Delfino Cintra, 488 - Vila Itapura",Auto de constatação 561: Objeto subtraído de interior de veículo. Aguardando perícia técnica.
2026-02-24,Estelionato,"Avenida Heitor Penteado, 676 - Taquaral",Inquérito Policial nº 969: Venda de terreno inexistente. Suspeito foragido.
2026-02-26,Homicídio,"Rua Barão de Itapura, 748 - Guanabara",Relatório de diligência 772: Vítima encontrada sem sinais vitais. Suspeito foragido.
2026-02-19,Furto,"Avenida Albino José Barbosa de Oliveira, 3383 - Barão Geraldo",Ocorrência registrada via COPOM 524: Objeto subtraído de interior de veículo. Suspeito foragido.
2026-02-04,Tráfico de Entorpecentes,"Avenida Heitor Penteado, 2063 - Taquaral",Ocorrência registrada via COPOM 578: Localização de depósito de drogas após denúncia. Investigação em curso.
2026-02-28,Homicídio,"Rua Doutor Delfino Cintra, 587 - Vila Itapura",Inquérito Policial nº 281: Disparos de arma de fogo em via pública. Aguardando perícia técnica.
2026-02-09,Furto,"Rua Barão de Itapura, 477 - Guanabara",Relatório de diligência 662: Furto de bicicleta em via pública. Encaminhado ao DP central.
2026-02-21,Homicídio,"Rua Doutor Delfino Cintra, 566 - Vila Itapura",Ocorrência registrada via COPOM 486: Disparos de arma de fogo em via pública. Investigação em curso.
2026-02-08,Furto,"Rua Paula Bueno, 171 - Taquaral",Ocorrência registrada via COPOM 875: Subtração de pertences em residência sem arrombamento. Investigação em curso.
2026-02-18,Estelionato,"Avenida Albino José Barbosa de Oliveira, 1802 - Barão Geraldo",Ocorrência registrada via COPOM 500: Venda de terreno inexistente. Aguardando perícia técnica.
2026-02-25,Tráfico de Entorpecentes,"Avenida Albino José Barbosa de Oliveira, 2671 - Barão Geraldo",Ocorrência registrada via COPOM 745: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
2026-02-25,Tráfico de Entorpecentes,"Rua Paula Bueno, 404 - Taquaral",Relatório de diligência 310: Indivíduo detido em flagrante com entorpecentes. Aguardando perícia técnica.
2026-02-02,Tráfico de Entorpecentes,"Avenida Andrade Neves, 2158 - Castelo",Ocorrência registrada via COPOM 771: Indivíduo detido em flagrante com entorpecentes. Suspeito foragido.
2026-02-25,Roubo,"Rua Coronel Quirino, 926 - Cambuí",Ocorrência registrada via COPOM 431: Vítima abordada por dois elementos em motocicleta. Investigação em curso.
2026-02-01,Homicídio,"Rua Paula Bueno, 1053 - Taquaral",Inquérito Policial nº 553: Confronto entre grupos rivais. Investigação em curso.
2026-02-18,Estelionato,"Rua Barão de Itapura, 2861 - Guanabara",Relatório de diligência 815: Golpe do falso bilhete premiado. Investigação em curso.
2026-02-02,Roubo,"Avenida Albino José Barbosa de Oliveira, 2223 - Barão Geraldo",Inquérito Policial nº 956: Assalto a estabelecimento comercial. Suspeito foragido.
2026-02-14,Homicídio,"Rua Sampaio Ferraz, 654 - Cambuí",Auto de constatação 724: Confronto entre grupos rivais. Investigação em curso.
2026-02-22,Homicídio,"Avenida Brasil, 237 - Guanabara",Auto de constatação 539: Crime passional com arma branca. Encaminhado ao DP central.
2026-02-21,Homicídio,"Rua Barão de Itapura, 700 - Guanabara",Auto de constatação 326: Confronto entre grupos rivais. Encaminhado ao DP central.
2026-02-17,Estelionato,"Rua Paula Bueno, 299 - Taquaral",Auto de constatação 346: Golpe do falso bilhete premiado. Suspeito foragido.
2026-02-26,Tráfico de Entorpecentes,"Rua Doutor Delfino Cintra, 829 - Vila Itapura",Ocorrência registrada via COPOM 219: Venda de entorpecentes em praça pública. Aguardando perícia técnica.
2026-02-01,Tráfico de Entorpecentes,"Rua Coronel Quirino, 1782 - Cambuí",Inquérito Policial nº 920: Venda de entorpecentes em praça pública. Investigação em curso.
2026-02-09,Tráfico de Entorpecentes,"Rua Doutor Delfino Cintra, 429 - Vila Itapura",Inquérito Policial nº 826: Localização de depósito de drogas após denúncia. Encaminhado ao DP central.
2026-02-27,Estelionato,"Avenida Andrade Neves, 368 - Castelo",Auto de constatação 748: Fraude em ambiente digital reportada. Investigação em curso.
2026-02-21,Tráfico de Entorpecentes,"Rua Paula Bueno, 497 - Taquaral",Inquérito Policial nº 586: Indivíduo detido em flagrante com entorpecentes. Investigação em curso.
2026-02-17,Roubo,"Rua Sampaio Ferraz, 81 - Cambuí",Inquérito Policial nº 526: Subtração de veículo mediante ameaça. Encaminhado ao DP central.
2026-02-09,Furto,"Rua Doutor Delfino Cintra, 570 - Vila Itapura",Relatório de diligência 889: Furto de bicicleta em via pública. Aguardando perícia técnica.
2026-02-25,Estelionato,"Rua Doutor Delfino Cintra, 132 - Vila Itapura",Inquérito Policial nº 146: Fraude em ambiente digital reportada. Aguardando perícia técnica.
2026-02-16,Roubo,"Avenida Anchieta, 61 - Centro",Auto de constatação 458: Assalto a estabelecimento comercial. Aguardando perícia técnica.
2026-02-27,Furto,"Rua Coronel Quirino, 815 - Cambuí",Auto de constatação 936: Furto de fiação elétrica noturno. Suspeito foragido.
2026-02-27,Roubo,"Rua Barão de Itapura, 260 - Guanabara",Ocorrência registrada via COPOM 712: Roubo de carga em via arterial. Suspeito foragido.
2026-02-05,Estelionato,"Avenida Albino José Barbosa de Oliveira, 335 - Barão Geraldo",Ocorrência registrada via COPOM 498: Fraude em ambiente digital reportada. Investigação em curso.
2026-02-09,Furto,"Avenida Heitor Penteado, 2652 - Taquaral",Auto de constatação 395: Furto de bicicleta em via pública. Encaminhado ao DP central.
2026-02-23,Estelionato,"Avenida Andrade Neves, 2455 - Castelo",Inquérito Policial nº 283: Golpe do falso bilhete premiado. Suspeito foragido.
2026-02-03,Roubo,"Avenida Alberto Sarmento, 458 - Castelo",Inquérito Policial nº 678: Assalto a estabelecimento comercial. Aguardando perícia técnica.
2026-02-24,Estelionato,"Rua Paula Bueno, 1131 - Taquaral",Inquérito Policial nº 856: Fraude em ambiente digital reportada. Aguardando perícia técnica.
2026-02-15,Roubo,"Rua Paula Bueno, 527 - Taquaral",Ocorrência registrada via COPOM 922: Vítima abordada por dois elementos em motocicleta. Encaminhado ao DP central.
2026-02-19,Furto,"Avenida Albino José Barbosa de Oliveira, 2975 - Barão Geraldo",Relatório de diligência 274: Objeto subtraído de interior de veículo. Investigação em curso.
2026-02-28,Roubo,"Avenida Albino José Barbosa de Oliveira, 3433 - Barão Geraldo",Inquérito Policial nº 392: Subtração de veículo mediante ameaça. Investigação em curso.
2026-02-03,Roubo,"Rua Coronel Quirino, 373 - Cambuí",Auto de constatação 870: Assalto a estabelecimento comercial. Aguardando perícia técnica.
2026-02-23,Tráfico de Entorpecentes,"Avenida Andrade Neves, 2572 - Castelo",Inquérito Policial nº 537: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
2026-02-07,Estelionato,"Rua Marechal Deodoro, 1718 - Vila Itapura",Auto de constatação 880: Golpe do falso bilhete premiado. Investigação em curso.
2026-02-08,Furto,"Avenida Heitor Penteado, 2064 - Taquaral",Auto de constatação 884: Furto de fiação elétrica noturno. Aguardando perícia técnica.
2026-02-19,Estelionato,"Rua Maria Monteiro, 122 - Cambuí",Relatório de diligência 853: Venda de terreno inexistente. Investigação em curso.
2026-02-17,Roubo,"Avenida Alberto Sarmento, 505 - Castelo",Relatório de diligência 895: Vítima abordada por dois elementos em motocicleta. Encaminhado ao DP central.
2026-02-05,Estelionato,"Avenida Albino José Barbosa de Oliveira, 3197 - Barão Geraldo",Relatório de diligência 103: Fraude em ambiente digital reportada. Suspeito foragido.
2026-02-23,Roubo,"Rua Coronel Quirino, 1647 - Cambuí",Ocorrência registrada via COPOM 323: Vítima abordada por dois elementos em motocicleta. Aguardando perícia técnica.
2026-02-22,Tráfico de Entorpecentes,"Rua Paula Bueno, 670 - Taquaral",Relatório de diligência 648: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
2026-02-23,Furto,"Avenida Albino José Barbosa de Oliveira, 1235 - Barão Geraldo",Relatório de diligência 610: Objeto subtraído de interior de veículo. Investigação em curso.
2026-02-25,Estelionato,"Avenida Alberto Sarmento, 504 - Castelo",Inquérito Policial nº 817: Golpe do falso bilhete premiado. Encaminhado ao DP central.
2026-02-23,Roubo,"Rua Paula Bueno, 310 - Taquaral",Ocorrência registrada via COPOM 957: Roubo de carga em via arterial. Encaminhado ao DP central.
2026-02-20,Estelionato,"Rua Sampaio Ferraz, 336 - Cambuí",Auto de constatação 515: Uso de documento falso para saque bancário. Investigação em curso.
2026-02-22,Tráfico de Entorpecentes,"Avenida Francisco Glicério, 1182 - Centro",Auto de constatação 318: Indivíduo detido em flagrante com entorpecentes. Encaminhado ao DP central.
2026-02-08,Estelionato,"Rua Sampaio Ferraz, 374 - Cambuí",Ocorrência registrada via COPOM 179: Uso de documento falso para saque bancário. Investigação em curso.
2026-02-24,Roubo,"Rua Marechal Deodoro, 1652 - Vila Itapura",Inquérito Policial nº 525: Assalto a estabelecimento comercial. Suspeito foragido.
2026-02-03,Roubo,"Rua Sampaio Ferraz, 142 - Cambuí",Inquérito Policial nº 762: Subtração de veículo mediante ameaça. Investigação em curso.
2026-02-01,Furto,"Avenida Albino José Barbosa de Oliveira, 1608 - Barão Geraldo",Auto de constatação 104: Objeto subtraído de interior de veículo. Investigação em curso.
2026-02-22,Tráfico de Entorpecentes,"Avenida Anchieta, 756 - Centro",Auto de constatação 539: Localização de depósito de drogas após denúncia. Suspeito foragido.
2026-02-16,Homicídio,"Rua Sampaio Ferraz, 55 - Cambuí",Inquérito Policial nº 650: Disparos de arma de fogo em via pública. Suspeito foragido.
2026-02-26,Roubo,"Rua Maria Monteiro, 1549 - Cambuí",Inquérito Policial nº 333: Subtração de veículo mediante ameaça. Suspeito foragido.
2026-02-17,Estelionato,"Rua Paula Bueno, 865 - Taquaral",Relatório de diligência 259: Uso de documento falso para saque bancário. Suspeito foragido.
2026-02-14,Roubo,"Avenida Albino José Barbosa de Oliveira, 1850 - Barão Geraldo",Ocorrência registrada via COPOM 988: Vítima abordada por dois elementos em motocicleta. Aguardando perícia técnica.
2026-02-20,Estelionato,"Avenida Albino José Barbosa de Oliveira, 411 - Barão Geraldo",Relatório de diligência 719: Golpe do falso bilhete premiado. Suspeito foragido.
2026-02-09,Roubo,"Rua Barão de Itapura, 2499 - Guanabara",Relatório de diligência 890: Subtração de veículo mediante ameaça. Aguardando perícia técnica.
2026-02-22,Furto,"Avenida Francisco Glicério, 2044 - Centro",Inquérito Policial nº 935: Objeto subtraído de interior de veículo. Investigação em curso.
2026-02-16,Roubo,"Avenida Heitor Penteado, 2313 - Taquaral",Auto de constatação 206: Roubo de carga em via arterial. Aguardando perícia técnica.
2026-02-14,Furto,"Avenida Brasil, 786 - Guanabara",Relatório de diligência 998: Objeto subtraído de interior de veículo. Encaminhado ao DP central.
2026-02-27,Estelionato,"Rua Barão de Itapura, 1253 - Guanabara",Auto de constatação 912: Golpe do falso bilhete premiado. Investigação em curso.
2026-02-03,Furto,"Avenida Albino José Barbosa de Oliveira, 3184 - Barão Geraldo",Inquérito Policial nº 761: Objeto subtraído de interior de veículo. Encaminhado ao DP central.
2026-02-23,Tráfico de Entorpecentes,"Avenida Andrade Neves, 2588 - Castelo",Auto de constatação 547: Localização de depósito de drogas após denúncia. Investigação em curso.
2026-02-07,Tráfico de Entorpecentes,"Rua Coronel Quirino, 606 - Cambuí",Auto de constatação 271: Localização de depósito de drogas após denúncia. Investigação em curso.
2026-02-22,Roubo,"Avenida Alberto Sarmento, 977 - Castelo",Auto de constatação 753: Subtração de veículo mediante ameaça. Investigação em curso.
2026-02-26,Homicídio,"Rua Marechal Deodoro, 951 - Vila Itapura",Relatório de diligência 738: Crime passional com arma branca. Suspeito foragido.
2026-02-22,Roubo,"Rua Doutor Delfino Cintra, 491 - Vila Itapura",Auto de constatação 279: Vítima abordada por dois elementos em motocicleta. Suspeito foragido.
2026-02-24,Estelionato,"Rua Paula Bueno, 479 - Taquaral",Auto de constatação 344: Venda de terreno inexistente. Encaminhado ao DP central.
2026-02-06,Roubo,"Avenida Francisco Glicério, 1382 - Centro",Ocorrência registrada via COPOM 857: Roubo de carga em via arterial. Investigação em curso.
2026-02-24,Estelionato,"Avenida Francisco Glicério, 2238 - Centro",Relatório de diligência 432: Uso de documento falso para saque bancário. Encaminhado ao DP central.
2026-02-20,Estelionato,"Rua Maria Monteiro, 665 - Cambuí",Ocorrência registrada via COPOM 834: Venda de terreno inexistente. Suspeito foragido.
2026-02-22,Homicídio,"Avenida Brasil, 2099 - Guanabara",Relatório de diligência 113: Vítima encontrada sem sinais vitais. Investigação em curso.
2026-02-26,Roubo,"Rua Doutor Delfino Cintra, 502 - Vila Itapura",Relatório de diligência 810: Subtração de veículo mediante ameaça. Investigação em curso.
2026-02-22,Tráfico de Entorpecentes,"Avenida Andrade Neves, 992 - Castelo",Auto de constatação 486: Indivíduo detido em flagrante com entorpecentes. Investigação em curso.
2026-02-22,Roubo,"Rua Doutor Delfino Cintra, 722 - Vila Itapura",Relatório de diligência 566: Roubo de carga em via arterial. Encaminhado ao DP central.
2026-02-27,Roubo,"Avenida Alberto Sarmento, 1137 - Castelo",Inquérito Policial nº 823: Assalto a estabelecimento comercial. Aguardando perícia técnica.
2026-02-05,Tráfico de Entorpecentes,"Avenida Albino José Barbosa de Oliveira, 1096 - Barão Geraldo",Ocorrência registrada via COPOM 967: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
2026-02-23,Roubo,"Avenida Albino José Barbosa de Oliveira, 1210 - Barão Geraldo",Auto de constatação 345: Vítima abordada por dois elementos em motocicleta. Encaminhado ao DP central.
2026-02-28,Tráfico de Entorpecentes,"Avenida Heitor Penteado, 1222 - Taquaral",Relatório de diligência 748: Venda de entorpecentes em praça pública. Aguardando perícia técnica.
2026-02-10,Estelionato,"Avenida Anchieta, 91 - Centro",Ocorrência registrada via COPOM 245: Uso de documento falso para saque bancário. Investigação em curso.
2026-02-27,Roubo,"Rua Doutor Delfino Cintra, 553 - Vila Itapura",Ocorrência registrada via COPOM 665: Assalto a estabelecimento comercial. Suspeito foragido.
2026-02-15,Tráfico de Entorpecentes,"Rua Doutor Delfino Cintra, 78 - Vila Itapura",Ocorrência registrada via COPOM 171: Indivíduo detido em flagrante com entorpecentes. Aguardando perícia técnica.
2026-02-16,Homicídio,"Rua Coronel Quirino, 1428 - Cambuí",Inquérito Policial nº 845: Confronto entre grupos rivais. Aguardando perícia técnica.
2026-02-14,Tráfico de Entorpecentes,"Avenida Anchieta, 312 - Centro",Auto de constatação 552: Apreensão de substâncias análogas à cocaína. Encaminhado ao DP central.
2026-02-18,Roubo,"Avenida Heitor Penteado, 183 - Taquaral",Relatório de diligência 369: Subtração de veículo mediante ameaça. Suspeito foragido.
2026-02-20,Homicídio,"Avenida Albino José Barbosa de Oliveira, 843 - Barão Geraldo",Inquérito Policial nº 403: Disparos de arma de fogo em via pública. Encaminhado ao DP central.
2026-02-12,Furto,"Rua Paula Bueno, 107 - Taquaral",Ocorrência registrada via COPOM 362: Furto de bicicleta em via pública. Aguardando perícia técnica.
